dur,imx0,imx1,imy0,imy1,squareID,time,timeID,proc_group
2.048,0.31999999999999984,0.3599999999999999,-0.76,-0.72,2906,646018382.6667,-5122048,67
2.048,0.31999999999999984,0.3599999999999999,-0.72,-0.6799999999999999,2907,646018382.6667,-5122048,68
2.048,0.31999999999999984,0.3599999999999999,-0.6799999999999999,-0.64,2908,646018382.6667,-5122048,69
2.048,0.31999999999999984,0.3599999999999999,-0.64,-0.6,2909,646018382.6667,-5122048,70
2.048,0.31999999999999984,0.3599999999999999,-0.6,-0.56,2910,646018382.6667,-5122048,71
2.048,0.31999999999999984,0.3599999999999999,-0.56,-0.52,2911,646018382.6667,-5122048,72
2.048,0.31999999999999984,0.3599999999999999,-0.52,-0.48,2912,646018382.6667,-5122048,73
2.048,0.31999999999999984,0.3599999999999999,-0.48,-0.43999999999999995,2913,646018382.6667,-5122048,74
2.048,0.31999999999999984,0.3599999999999999,-0.43999999999999995,-0.4,2914,646018382.6667,-5122048,75
2.048,0.31999999999999984,0.3599999999999999,-0.4,-0.36,2915,646018382.6667,-5122048,76
2.048,0.31999999999999984,0.3599999999999999,-0.36,-0.31999999999999995,2916,646018382.6667,-5122048,77
2.048,0.31999999999999984,0.3599999999999999,-0.31999999999999995,-0.28,2917,646018382.6667,-5122048,78
2.048,0.2400000000000002,0.28000000000000025,-0.28,-0.24,2818,646018382.6667,-5122048,44
2.048,0.28000000000000025,0.31999999999999984,-0.28,-0.24,2868,646018382.6667,-5122048,61
2.048,0.31999999999999984,0.3599999999999999,-0.28,-0.24,2918,646018382.6667,-5122048,79
2.048,0.28000000000000025,0.31999999999999984,-0.88,-0.84,2853,646018382.6667,-5122048,46
2.048,0.31999999999999984,0.3599999999999999,-0.88,-0.84,2903,646018382.6667,-5122048,64
2.048,0.3599999999999999,0.3999999999999999,-0.88,-0.84,2953,646018382.6667,-5122048,83
2.048,0.3599999999999999,0.3999999999999999,-0.84,-0.8,2954,646018382.6667,-5122048,84
2.048,0.3599999999999999,0.3999999999999999,-0.8,-0.76,2955,646018382.6667,-5122048,85
2.048,0.3599999999999999,0.3999999999999999,-0.76,-0.72,2956,646018382.6667,-5122048,86
2.048,0.3599999999999999,0.3999999999999999,-0.72,-0.6799999999999999,2957,646018382.6667,-5122048,87
2.048,0.3599999999999999,0.3999999999999999,-0.6799999999999999,-0.64,2958,646018382.6667,-5122048,88
2.048,0.3599999999999999,0.3999999999999999,-0.64,-0.6,2959,646018382.6667,-5122048,89
